[2019-07-18 20:52:10 $57703.0]	INFO	Server is reloading all workers now
[2019-07-22 16:50:42 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=87793] exit timeout, forced kill
[2019-07-22 16:50:42 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=87806] exit timeout, forced kill
[2019-07-22 16:50:42 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=87807] exit timeout, forced kill
[2019-07-22 16:50:42 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=87811] exit timeout, forced kill
[2019-07-22 16:50:42 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=87810] exit timeout, forced kill
[2019-07-22 16:50:42 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=87808] exit timeout, forced kill
[2019-07-22 16:50:42 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=87809] exit timeout, forced kill
[2019-07-22 16:50:42 $83630.0]	WARNING	swManager_check_exit_status: worker#10[pid=87806] abnormal exit, status=0, signal=9
[2019-07-22 16:50:42 $83630.0]	WARNING	swManager_check_exit_status: worker#12[pid=87811] abnormal exit, status=0, signal=9
[2019-07-22 16:50:42 $83630.0]	WARNING	swManager_check_exit_status: worker#13[pid=87810] abnormal exit, status=0, signal=9
[2019-07-22 16:50:42 $83630.0]	WARNING	swManager_check_exit_status: worker#15[pid=87809] abnormal exit, status=0, signal=9
[2019-07-22 16:50:42 $83630.0]	WARNING	swManager_check_exit_status: worker#14[pid=87808] abnormal exit, status=0, signal=9
[2019-07-22 16:50:42 $83630.0]	WARNING	swManager_check_exit_status: worker#11[pid=87807] abnormal exit, status=0, signal=9
[2019-07-22 16:50:44 $83630.0]	INFO	Server is reloading all workers now
[2019-07-22 16:50:47 ^87825.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-22 16:50:50 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=87837] exit timeout, forced kill
[2019-07-22 16:50:50 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=87844] exit timeout, forced kill
[2019-07-22 16:50:50 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=87849] exit timeout, forced kill
[2019-07-22 16:50:50 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=87845] exit timeout, forced kill
[2019-07-22 16:50:50 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=87846] exit timeout, forced kill
[2019-07-22 16:50:50 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=87848] exit timeout, forced kill
[2019-07-22 16:50:50 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=87847] exit timeout, forced kill
[2019-07-22 16:50:50 $83630.0]	WARNING	swManager_check_exit_status: worker#11[pid=87849] abnormal exit, status=0, signal=9
[2019-07-22 16:50:50 $83630.0]	WARNING	swManager_check_exit_status: worker#14[pid=87848] abnormal exit, status=0, signal=9
[2019-07-22 16:50:50 $83630.0]	WARNING	swManager_check_exit_status: worker#15[pid=87847] abnormal exit, status=0, signal=9
[2019-07-22 16:50:50 $83630.0]	WARNING	swManager_check_exit_status: worker#13[pid=87846] abnormal exit, status=0, signal=9
[2019-07-22 16:50:50 $83630.0]	WARNING	swManager_check_exit_status: worker#12[pid=87845] abnormal exit, status=0, signal=9
[2019-07-22 16:50:50 $83630.0]	WARNING	swManager_check_exit_status: worker#10[pid=87844] abnormal exit, status=0, signal=9
[2019-07-22 16:51:11 $83630.0]	INFO	Server is reloading all workers now
[2019-07-22 16:51:14 ^87866.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-22 16:51:17 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=87882] exit timeout, forced kill
[2019-07-22 16:51:17 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=87898] exit timeout, forced kill
[2019-07-22 16:51:17 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=87893] exit timeout, forced kill
[2019-07-22 16:51:17 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=87897] exit timeout, forced kill
[2019-07-22 16:51:17 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=87896] exit timeout, forced kill
[2019-07-22 16:51:17 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=87894] exit timeout, forced kill
[2019-07-22 16:51:17 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=87895] exit timeout, forced kill
[2019-07-22 16:51:17 $83630.0]	WARNING	swManager_check_exit_status: worker#10[pid=87898] abnormal exit, status=0, signal=9
[2019-07-22 16:51:17 $83630.0]	WARNING	swManager_check_exit_status: worker#12[pid=87897] abnormal exit, status=0, signal=9
[2019-07-22 16:51:17 $83630.0]	WARNING	swManager_check_exit_status: worker#13[pid=87896] abnormal exit, status=0, signal=9
[2019-07-22 16:51:17 $83630.0]	WARNING	swManager_check_exit_status: worker#15[pid=87895] abnormal exit, status=0, signal=9
[2019-07-22 16:51:17 $83630.0]	WARNING	swManager_check_exit_status: worker#14[pid=87894] abnormal exit, status=0, signal=9
[2019-07-22 16:51:17 $83630.0]	WARNING	swManager_check_exit_status: worker#11[pid=87893] abnormal exit, status=0, signal=9
[2019-07-22 16:51:36 $83630.0]	INFO	Server is reloading all workers now
[2019-07-22 16:51:39 ^87966.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-22 16:51:42 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=87981] exit timeout, forced kill
[2019-07-22 16:51:42 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=87988] exit timeout, forced kill
[2019-07-22 16:51:42 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=87993] exit timeout, forced kill
[2019-07-22 16:51:42 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=87989] exit timeout, forced kill
[2019-07-22 16:51:42 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=87990] exit timeout, forced kill
[2019-07-22 16:51:42 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=87992] exit timeout, forced kill
[2019-07-22 16:51:42 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=87991] exit timeout, forced kill
[2019-07-22 16:51:42 $83630.0]	WARNING	swManager_check_exit_status: worker#11[pid=87993] abnormal exit, status=0, signal=9
[2019-07-22 16:51:42 $83630.0]	WARNING	swManager_check_exit_status: worker#14[pid=87992] abnormal exit, status=0, signal=9
[2019-07-22 16:51:42 $83630.0]	WARNING	swManager_check_exit_status: worker#15[pid=87991] abnormal exit, status=0, signal=9
[2019-07-22 16:51:42 $83630.0]	WARNING	swManager_check_exit_status: worker#13[pid=87990] abnormal exit, status=0, signal=9
[2019-07-22 16:51:42 $83630.0]	WARNING	swManager_check_exit_status: worker#12[pid=87989] abnormal exit, status=0, signal=9
[2019-07-22 16:51:42 $83630.0]	WARNING	swManager_check_exit_status: worker#10[pid=87988] abnormal exit, status=0, signal=9
[2019-07-22 16:51:47 $83630.0]	INFO	Server is reloading all workers now
[2019-07-22 16:51:50 ^88058.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-22 16:51:53 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=88066] exit timeout, forced kill
[2019-07-22 16:51:53 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=88084] exit timeout, forced kill
[2019-07-22 16:51:53 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=88079] exit timeout, forced kill
[2019-07-22 16:51:53 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=88083] exit timeout, forced kill
[2019-07-22 16:51:53 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=88082] exit timeout, forced kill
[2019-07-22 16:51:53 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=88080] exit timeout, forced kill
[2019-07-22 16:51:53 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=88081] exit timeout, forced kill
[2019-07-22 16:51:53 $83630.0]	WARNING	swManager_check_exit_status: worker#10[pid=88084] abnormal exit, status=0, signal=9
[2019-07-22 16:51:53 $83630.0]	WARNING	swManager_check_exit_status: worker#12[pid=88083] abnormal exit, status=0, signal=9
[2019-07-22 16:51:53 $83630.0]	WARNING	swManager_check_exit_status: worker#13[pid=88082] abnormal exit, status=0, signal=9
[2019-07-22 16:51:53 $83630.0]	WARNING	swManager_check_exit_status: worker#15[pid=88081] abnormal exit, status=0, signal=9
[2019-07-22 16:51:53 $83630.0]	WARNING	swManager_check_exit_status: worker#14[pid=88080] abnormal exit, status=0, signal=9
[2019-07-22 16:51:53 $83630.0]	WARNING	swManager_check_exit_status: worker#11[pid=88079] abnormal exit, status=0, signal=9
[2019-07-22 16:51:54 $83630.0]	INFO	Server is reloading all workers now
[2019-07-22 16:51:57 ^88113.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-22 16:52:00 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=88124] exit timeout, forced kill
[2019-07-22 16:52:00 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=88133] exit timeout, forced kill
[2019-07-22 16:52:00 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=88138] exit timeout, forced kill
[2019-07-22 16:52:00 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=88134] exit timeout, forced kill
[2019-07-22 16:52:00 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=88135] exit timeout, forced kill
[2019-07-22 16:52:00 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=88137] exit timeout, forced kill
[2019-07-22 16:52:00 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=88136] exit timeout, forced kill
[2019-07-22 16:52:00 $83630.0]	WARNING	swManager_check_exit_status: worker#11[pid=88138] abnormal exit, status=0, signal=9
[2019-07-22 16:52:00 $83630.0]	WARNING	swManager_check_exit_status: worker#14[pid=88137] abnormal exit, status=0, signal=9
[2019-07-22 16:52:00 $83630.0]	WARNING	swManager_check_exit_status: worker#15[pid=88136] abnormal exit, status=0, signal=9
[2019-07-22 16:52:00 $83630.0]	WARNING	swManager_check_exit_status: worker#13[pid=88135] abnormal exit, status=0, signal=9
[2019-07-22 16:52:00 $83630.0]	WARNING	swManager_check_exit_status: worker#12[pid=88134] abnormal exit, status=0, signal=9
[2019-07-22 16:52:00 $83630.0]	WARNING	swManager_check_exit_status: worker#10[pid=88133] abnormal exit, status=0, signal=9
[2019-07-22 16:52:03 $83630.0]	INFO	Server is reloading all workers now
[2019-07-22 16:52:06 ^88149.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-22 16:52:09 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=88160] exit timeout, forced kill
[2019-07-22 16:52:09 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=88172] exit timeout, forced kill
[2019-07-22 16:52:09 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=88167] exit timeout, forced kill
[2019-07-22 16:52:09 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=88171] exit timeout, forced kill
[2019-07-22 16:52:09 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=88170] exit timeout, forced kill
[2019-07-22 16:52:09 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=88168] exit timeout, forced kill
[2019-07-22 16:52:09 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=88169] exit timeout, forced kill
[2019-07-22 16:52:09 $83630.0]	WARNING	swManager_check_exit_status: worker#10[pid=88172] abnormal exit, status=0, signal=9
[2019-07-22 16:52:09 $83630.0]	WARNING	swManager_check_exit_status: worker#12[pid=88171] abnormal exit, status=0, signal=9
[2019-07-22 16:52:09 $83630.0]	WARNING	swManager_check_exit_status: worker#13[pid=88170] abnormal exit, status=0, signal=9
[2019-07-22 16:52:09 $83630.0]	WARNING	swManager_check_exit_status: worker#15[pid=88169] abnormal exit, status=0, signal=9
[2019-07-22 16:52:09 $83630.0]	WARNING	swManager_check_exit_status: worker#14[pid=88168] abnormal exit, status=0, signal=9
[2019-07-22 16:52:09 $83630.0]	WARNING	swManager_check_exit_status: worker#11[pid=88167] abnormal exit, status=0, signal=9
[2019-07-22 17:00:44 $83630.0]	INFO	Server is reloading all workers now
[2019-07-22 17:00:47 ^88190.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-22 17:00:50 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=88204] exit timeout, forced kill
[2019-07-22 17:00:50 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=88209] exit timeout, forced kill
[2019-07-22 17:00:50 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=88214] exit timeout, forced kill
[2019-07-22 17:00:50 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=88210] exit timeout, forced kill
[2019-07-22 17:00:50 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=88211] exit timeout, forced kill
[2019-07-22 17:00:50 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=88213] exit timeout, forced kill
[2019-07-22 17:00:50 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=88212] exit timeout, forced kill
[2019-07-22 17:00:50 $83630.0]	WARNING	swManager_check_exit_status: worker#10[pid=88209] abnormal exit, status=0, signal=9
[2019-07-22 17:00:50 $83630.0]	WARNING	swManager_check_exit_status: worker#11[pid=88214] abnormal exit, status=0, signal=9
[2019-07-22 17:00:50 $83630.0]	WARNING	swManager_check_exit_status: worker#14[pid=88213] abnormal exit, status=0, signal=9
[2019-07-22 17:00:50 $83630.0]	WARNING	swManager_check_exit_status: worker#15[pid=88212] abnormal exit, status=0, signal=9
[2019-07-22 17:00:50 $83630.0]	WARNING	swManager_check_exit_status: worker#13[pid=88211] abnormal exit, status=0, signal=9
[2019-07-22 17:00:50 $83630.0]	WARNING	swManager_check_exit_status: worker#12[pid=88210] abnormal exit, status=0, signal=9
[2019-07-22 17:01:53 $83630.0]	INFO	Server is reloading all workers now
[2019-07-22 17:01:56 ^89774.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-22 17:01:59 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=89795] exit timeout, forced kill
[2019-07-22 17:01:59 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=89810] exit timeout, forced kill
[2019-07-22 17:01:59 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=89811] exit timeout, forced kill
[2019-07-22 17:01:59 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=89815] exit timeout, forced kill
[2019-07-22 17:01:59 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=89814] exit timeout, forced kill
[2019-07-22 17:01:59 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=89812] exit timeout, forced kill
[2019-07-22 17:01:59 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=89813] exit timeout, forced kill
[2019-07-22 17:01:59 $83630.0]	WARNING	swManager_check_exit_status: worker#11[pid=89811] abnormal exit, status=0, signal=9
[2019-07-22 17:01:59 $83630.0]	WARNING	swManager_check_exit_status: worker#12[pid=89815] abnormal exit, status=0, signal=9
[2019-07-22 17:01:59 $83630.0]	WARNING	swManager_check_exit_status: worker#13[pid=89814] abnormal exit, status=0, signal=9
[2019-07-22 17:01:59 $83630.0]	WARNING	swManager_check_exit_status: worker#15[pid=89813] abnormal exit, status=0, signal=9
[2019-07-22 17:01:59 $83630.0]	WARNING	swManager_check_exit_status: worker#14[pid=89812] abnormal exit, status=0, signal=9
[2019-07-22 17:01:59 $83630.0]	WARNING	swManager_check_exit_status: worker#10[pid=89810] abnormal exit, status=0, signal=9
[2019-07-22 17:02:01 $83630.0]	INFO	Server is reloading all workers now
[2019-07-22 17:02:04 ^90011.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-22 17:02:07 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=90028] exit timeout, forced kill
[2019-07-22 17:02:07 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=90044] exit timeout, forced kill
[2019-07-22 17:02:07 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=90039] exit timeout, forced kill
[2019-07-22 17:02:07 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=90040] exit timeout, forced kill
[2019-07-22 17:02:07 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=90041] exit timeout, forced kill
[2019-07-22 17:02:07 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=90043] exit timeout, forced kill
[2019-07-22 17:02:07 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=90042] exit timeout, forced kill
[2019-07-22 17:02:07 $83630.0]	WARNING	swManager_check_exit_status: worker#10[pid=90044] abnormal exit, status=0, signal=9
[2019-07-22 17:02:07 $83630.0]	WARNING	swManager_check_exit_status: worker#14[pid=90043] abnormal exit, status=0, signal=9
[2019-07-22 17:02:07 $83630.0]	WARNING	swManager_check_exit_status: worker#15[pid=90042] abnormal exit, status=0, signal=9
[2019-07-22 17:02:07 $83630.0]	WARNING	swManager_check_exit_status: worker#13[pid=90041] abnormal exit, status=0, signal=9
[2019-07-22 17:02:07 $83630.0]	WARNING	swManager_check_exit_status: worker#12[pid=90040] abnormal exit, status=0, signal=9
[2019-07-22 17:02:07 $83630.0]	WARNING	swManager_check_exit_status: worker#11[pid=90039] abnormal exit, status=0, signal=9
[2019-07-22 17:02:19 $83630.0]	INFO	Server is reloading all workers now
[2019-07-22 17:02:22 ^90049.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-22 17:02:25 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=90066] exit timeout, forced kill
[2019-07-22 17:02:25 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=90075] exit timeout, forced kill
[2019-07-22 17:02:25 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=90080] exit timeout, forced kill
[2019-07-22 17:02:25 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=90079] exit timeout, forced kill
[2019-07-22 17:02:25 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=90078] exit timeout, forced kill
[2019-07-22 17:02:25 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=90076] exit timeout, forced kill
[2019-07-22 17:02:25 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=90077] exit timeout, forced kill
[2019-07-22 17:02:25 $83630.0]	WARNING	swManager_check_exit_status: worker#10[pid=90075] abnormal exit, status=0, signal=9
[2019-07-22 17:02:25 $83630.0]	WARNING	swManager_check_exit_status: worker#11[pid=90080] abnormal exit, status=0, signal=9
[2019-07-22 17:02:25 $83630.0]	WARNING	swManager_check_exit_status: worker#12[pid=90079] abnormal exit, status=0, signal=9
[2019-07-22 17:02:25 $83630.0]	WARNING	swManager_check_exit_status: worker#13[pid=90078] abnormal exit, status=0, signal=9
[2019-07-22 17:02:25 $83630.0]	WARNING	swManager_check_exit_status: worker#15[pid=90077] abnormal exit, status=0, signal=9
[2019-07-22 17:02:25 $83630.0]	WARNING	swManager_check_exit_status: worker#14[pid=90076] abnormal exit, status=0, signal=9
[2019-07-22 17:02:30 $83630.0]	INFO	Server is reloading all workers now
[2019-07-22 17:02:33 ^90121.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-22 17:02:36 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=90132] exit timeout, forced kill
[2019-07-22 17:02:36 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=90143] exit timeout, forced kill
[2019-07-22 17:02:36 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=90144] exit timeout, forced kill
[2019-07-22 17:02:36 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=90145] exit timeout, forced kill
[2019-07-22 17:02:36 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=90146] exit timeout, forced kill
[2019-07-22 17:02:36 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=90148] exit timeout, forced kill
[2019-07-22 17:02:36 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=90147] exit timeout, forced kill
[2019-07-22 17:02:36 $83630.0]	WARNING	swManager_check_exit_status: worker#12[pid=90145] abnormal exit, status=0, signal=9
[2019-07-22 17:02:36 $83630.0]	WARNING	swManager_check_exit_status: worker#14[pid=90148] abnormal exit, status=0, signal=9
[2019-07-22 17:02:36 $83630.0]	WARNING	swManager_check_exit_status: worker#15[pid=90147] abnormal exit, status=0, signal=9
[2019-07-22 17:02:36 $83630.0]	WARNING	swManager_check_exit_status: worker#13[pid=90146] abnormal exit, status=0, signal=9
[2019-07-22 17:02:36 $83630.0]	WARNING	swManager_check_exit_status: worker#11[pid=90144] abnormal exit, status=0, signal=9
[2019-07-22 17:02:36 $83630.0]	WARNING	swManager_check_exit_status: worker#10[pid=90143] abnormal exit, status=0, signal=9
[2019-07-22 17:02:46 $83630.0]	INFO	Server is reloading all workers now
[2019-07-22 17:02:49 ^90170.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-22 17:02:52 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=90181] exit timeout, forced kill
[2019-07-22 17:02:52 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=90199] exit timeout, forced kill
[2019-07-22 17:02:52 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=90198] exit timeout, forced kill
[2019-07-22 17:02:52 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=90194] exit timeout, forced kill
[2019-07-22 17:02:52 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=90197] exit timeout, forced kill
[2019-07-22 17:02:52 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=90195] exit timeout, forced kill
[2019-07-22 17:02:52 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=90196] exit timeout, forced kill
[2019-07-22 17:02:52 $83630.0]	WARNING	swManager_check_exit_status: worker#10[pid=90199] abnormal exit, status=0, signal=9
[2019-07-22 17:02:52 $83630.0]	WARNING	swManager_check_exit_status: worker#11[pid=90198] abnormal exit, status=0, signal=9
[2019-07-22 17:02:52 $83630.0]	WARNING	swManager_check_exit_status: worker#13[pid=90197] abnormal exit, status=0, signal=9
[2019-07-22 17:02:52 $83630.0]	WARNING	swManager_check_exit_status: worker#15[pid=90196] abnormal exit, status=0, signal=9
[2019-07-22 17:02:52 $83630.0]	WARNING	swManager_check_exit_status: worker#14[pid=90195] abnormal exit, status=0, signal=9
[2019-07-22 17:02:52 $83630.0]	WARNING	swManager_check_exit_status: worker#12[pid=90194] abnormal exit, status=0, signal=9
[2019-07-22 17:03:04 $83630.0]	INFO	Server is reloading all workers now
[2019-07-22 17:03:07 ^90235.8]	WARNING	swWorker_reactor_is_empty (ERRNO 9012): worker exit timeout, forced to terminate
[2019-07-22 17:03:10 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=90255] exit timeout, forced kill
[2019-07-22 17:03:10 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=90262] exit timeout, forced kill
[2019-07-22 17:03:10 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=90263] exit timeout, forced kill
[2019-07-22 17:03:10 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=90267] exit timeout, forced kill
[2019-07-22 17:03:10 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=90264] exit timeout, forced kill
[2019-07-22 17:03:10 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=90266] exit timeout, forced kill
[2019-07-22 17:03:10 $83630.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=90265] exit timeout, forced kill
[2019-07-22 17:03:10 $83630.0]	WARNING	swManager_check_exit_status: worker#12[pid=90267] abnormal exit, status=0, signal=9
[2019-07-22 17:03:10 $83630.0]	WARNING	swManager_check_exit_status: worker#14[pid=90266] abnormal exit, status=0, signal=9
[2019-07-22 17:03:10 $83630.0]	WARNING	swManager_check_exit_status: worker#15[pid=90265] abnormal exit, status=0, signal=9
